Position,First Name,Last Name,Age,Worth,Gender_cat,Source,Country,Image
1537,Charlotte,Soderstrom,41,1.6 BUSD,Female,Fashion & Retail  ==> H&M,Sweden,https://specials-images.forbesimg.com/imageserve/5a9046cf4bbe6f0fa8265d45/416x416.jpg?background=000000&cropX1=150&cropX2=1533&cropY1=42&cropY2=1425
1538,Thomas,Steyer,60,1.6 BUSD,Not Available,Finance and Investments  ==> hedge funds,United States,https://specials-images.forbesimg.com/imageserve/5a8f089e31358e79a289ff38/416x416.jpg?background=000000&cropX1=543&cropX2=2766&cropY1=445&cropY2=2667
1539,Su,Su,49,1.6 BUSD,Male,"Energy  ==> oil, fertilizers",China,https://specials-images.forbesimg.com/imageserve/5a8f089e31358e79a289ff38/416x416.jpg?background=000000&cropX1=543&cropX2=2766&cropY1=445&cropY2=2667
1540,David,Teoh,62,1.6 BUSD,Male,Telecom  ==> telecoms,Australia,https://specials-images.forbesimg.com/imageserve/58af8f564bbe6f0e55876eea/416x416.jpg?background=000000&cropX1=166&cropX2=544&cropY1=179&cropY2=558
1541,Wang,Wang,61,1.6 BUSD,Male,Manufacturing  ==> chemicals,China,https://specials-images.forbesimg.com/imageserve/5a7cf76431358e4955acfc4b/416x416.jpg?background=000000&cropX1=0&cropX2=2832&cropY1=165&cropY2=2999
1542,Wang,Wang,51,1.6 BUSD,Male,Technology  ==> lighting,China,https://specials-images.forbesimg.com/imageserve/5a97290831358e79a28a9ce0/416x416.jpg?background=000000&cropX1=0&cropX2=945&cropY1=83&cropY2=1028
1543,Charlotte,Weber,75,1.6 BUSD,Not Available,Food and Beverage  ==> Campbell Soup,United States,https://specials-images.forbesimg.com/imageserve/4261ede6963e00c839342eb5e764441c/416x416.jpg?background=000000&cropX1=5&cropX2=669&cropY1=21&cropY2=685
1544,Wei,Wei,65,1.6 BUSD,Male,"Food and Beverage  ==> food, beverages",Taiwan,https://specials-images.forbesimg.com/imageserve/e9a2704acdeff1486c271224ae45bed4/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=5&cropY2=749
1545,Yin-chun,Wei,61,1.6 BUSD,Male,"Food and Beverage  ==> food, beverages",Taiwan,https://specials-images.forbesimg.com/imageserve/950bf31861c680f7422ee55f8e688b85/416x416.jpg?background=000000&cropX1=159&cropX2=744&cropY1=6&cropY2=591
1546,Wei,Wei,59,1.6 BUSD,Male,"Food and Beverage  ==> food, beverages",Taiwan,https://specials-images.forbesimg.com/imageserve/5a8134a44bbe6f2652f546a1/416x416.jpg?background=000000&cropX1=27&cropX2=654&cropY1=112&cropY2=740
1547,Wei,Wei,63,1.6 BUSD,Male,"Food and Beverage  ==> food, beverages",Taiwan,https://specials-images.forbesimg.com/imageserve/5a8134d74bbe6f2652f546a6/416x416.jpg?background=000000&cropX1=102&cropX2=623&cropY1=67&cropY2=588
1548,Richard,White,63,1.6 BUSD,Male,Technology  ==> software,Australia,https://specials-images.forbesimg.com/imageserve/5a7b62b54bbe6f2652f4eb94/416x416.jpg?background=000000&cropX1=1589&cropX2=4700&cropY1=162&cropY2=3274
1549,Allan,Wong,68,1.6 BUSD,Male,Manufacturing  ==> electronics,Hong Kong,https://specials-images.forbesimg.com/imageserve/56898307e4b0ffa7afe8a6aa/416x416.jpg?background=000000&cropX1=0&cropX2=617&cropY1=0&cropY2=617
1550,Wong,Wong,49,1.6 BUSD,Male,Fashion & Retail  ==> retail,China,https://specials-images.forbesimg.com/imageserve/5a7d09b131358e4955acfcf0/416x416.jpg?background=000000&cropX1=9&cropX2=1559&cropY1=33&cropY2=1584
1551,Wu,Wu,54,1.6 BUSD,Male,Automotive  ==> auto parts,Hong Kong,https://specials-images.forbesimg.com/imageserve/5a7d09b131358e4955acfcf0/416x416.jpg?background=000000&cropX1=9&cropX2=1559&cropY1=33&cropY2=1584
1552,Wu,Wu,54,1.6 BUSD,Not Available,Real Estate  ==> real estate,St. Kitts and Nevis,https://specials-images.forbesimg.com/imageserve/5a7d09b131358e4955acfcf0/416x416.jpg?background=000000&cropX1=9&cropX2=1559&cropY1=33&cropY2=1584
1553,Wu,Wu,70,1.6 BUSD,Not Available,"Diversified  ==> internet, auto parts",China,https://specials-images.forbesimg.com/imageserve/5a7d09b131358e4955acfcf0/416x416.jpg?background=000000&cropX1=9&cropX2=1559&cropY1=33&cropY2=1584
1554,Luis,Yarur rey,67,1.6 BUSD,Male,Finance and Investments  ==> banking,Chile,https://specials-images.forbesimg.com/imageserve/5a7d09b131358e4955acfcf0/416x416.jpg?background=000000&cropX1=9&cropX2=1559&cropY1=33&cropY2=1584
1555,Albert,Yeung,75,1.6 BUSD,Male,"Diversified  ==> real estate, retail",Hong Kong,https://specials-images.forbesimg.com/imageserve/5a7e66254bbe6f2652f52a49/416x416.jpg?background=000000&cropX1=103&cropX2=1435&cropY1=92&cropY2=1424
1556,Yu,Yu,46,1.6 BUSD,Not Available,Healthcare  ==> health clinics,China,https://specials-images.forbesimg.com/imageserve/5a7e66254bbe6f2652f52a49/416x416.jpg?background=000000&cropX1=103&cropX2=1435&cropY1=92&cropY2=1424
1557,Kostyantin,Zhevago,44,1.6 BUSD,Male,Metals & Mining  ==> mining,Ukraine,https://specials-images.forbesimg.com/imageserve/5a814e8931358e4955ad330f/416x416.jpg?background=000000&cropX1=67&cropX2=1440&cropY1=0&cropY2=1374
1558,Zhou,Zhou,53,1.6 BUSD,Male,Fashion & Retail  ==> fashion retail,China,https://specials-images.forbesimg.com/imageserve/5a7d285331358e4955acfe2b/416x416.jpg?background=000000&cropX1=1821&cropX2=5472&cropY1=0&cropY2=3648
1559,Zhou,Zhou,75,1.6 BUSD,Male,"Diversified  ==> apparel, real estate",China,https://specials-images.forbesimg.com/imageserve/5a7d285331358e4955acfe2b/416x416.jpg?background=000000&cropX1=1821&cropX2=5472&cropY1=0&cropY2=3648
1560,Zhuang,Zhuang,56,1.6 BUSD,Male,Manufacturing  ==> polyester,China,https://specials-images.forbesimg.com/imageserve/5a7d285331358e4955acfe2b/416x416.jpg?background=000000&cropX1=1821&cropX2=5472&cropY1=0&cropY2=3648
1561,Jose,Abdalla filho,0,1.5 BUSD,Male,Finance and Investments  ==> investments,Brazil,https://specials-images.forbesimg.com/imageserve/5a7d285331358e4955acfe2b/416x416.jpg?background=000000&cropX1=1821&cropX2=5472&cropY1=0&cropY2=3648
1562,Khalifa,Al muhairi,39,1.5 BUSD,Male,"Diversified  ==> hospitals, investments",United Arab Emirates,https://specials-images.forbesimg.com/imageserve/5a7d285331358e4955acfe2b/416x416.jpg?background=000000&cropX1=1821&cropX2=5472&cropY1=0&cropY2=3648
1563,Folorunsho,Alakija,67,1.5 BUSD,Not Available,Energy  ==> oil,Nigeria,https://specials-images.forbesimg.com/imageserve/5a7fd86e4bbe6f2652f53728/416x416.jpg?background=000000&cropX1=287&cropX2=2280&cropY1=9&cropY2=2000
1564,Bill,Alfond,70,1.5 BUSD,Male,Fashion & Retail  ==> shoes,United States,https://specials-images.forbesimg.com/imageserve/5a7fd86e4bbe6f2652f53728/416x416.jpg?background=000000&cropX1=287&cropX2=2280&cropY1=9&cropY2=2000
1565,Susan,Alfond,72,1.5 BUSD,Female,Fashion & Retail  ==> shoes,United States,https://specials-images.forbesimg.com/imageserve/5744d15531358e68498f9c24/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=6&cropY2=750
1566,Ted,Alfond,73,1.5 BUSD,Male,Fashion & Retail  ==> shoes,United States,https://specials-images.forbesimg.com/imageserve/5744d15531358e68498f9c24/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=6&cropY2=750
1567,Joy,Alukkas,61,1.5 BUSD,Male,Fashion & Retail  ==> jewelry,India,https://specials-images.forbesimg.com/imageserve/5a7f265aa7ea431690132981/416x416.jpg?background=000000&cropX1=31&cropX2=620&cropY1=0&cropY2=589
1568,Andrey,Andreev,44,1.5 BUSD,Not Available,Technology  ==> online dating,UK,https://specials-images.forbesimg.com/imageserve/5a809c48a7ea431690133a7f/416x416.jpg?background=000000&cropX1=664&cropX2=2511&cropY1=81&cropY2=1927
1569,Carol,Barnett,61,1.5 BUSD,Female,Food and Beverage  ==> Publix supermarkets,United States,https://specials-images.forbesimg.com/imageserve/5a809c48a7ea431690133a7f/416x416.jpg?background=000000&cropX1=664&cropX2=2511&cropY1=81&cropY2=1927
1570,Oleg,Boyko,53,1.5 BUSD,Not Available,Diversified  ==> diversified,Russia,https://specials-images.forbesimg.com/imageserve/5a80ae4a4bbe6f2652f53f2e/416x416.jpg?background=000000&cropX1=312&cropX2=2475&cropY1=11&cropY2=2176
1571,Ana,Brescia cafferata,94,1.5 BUSD,Female,"Diversified  ==> mining, banking",Peru,https://specials-images.forbesimg.com/imageserve/5a80ae4a4bbe6f2652f53f2e/416x416.jpg?background=000000&cropX1=312&cropX2=2475&cropY1=11&cropY2=2176
1572,Binod,Chaudhary,63,1.5 BUSD,Not Available,Diversified  ==> diversified,Nepal,https://specials-images.forbesimg.com/imageserve/5a85f29e31358e4955ad9220/416x416.jpg?background=000000&cropX1=106&cropX2=680&cropY1=0&cropY2=575
1573,Che,Che,55,1.5 BUSD,Male,Healthcare  ==> pharmaceuticals,China,https://specials-images.forbesimg.com/imageserve/871285167e7dcc8b92191ae50f6c442b/416x416.jpg?background=000000&cropX1=27&cropX2=695&cropY1=0&cropY2=669
1574,Chen,Chen,52,1.5 BUSD,Male,Telecom  ==> communications equipment,China,https://specials-images.forbesimg.com/imageserve/871285167e7dcc8b92191ae50f6c442b/416x416.jpg?background=000000&cropX1=27&cropX2=695&cropY1=0&cropY2=669
1575,Richard,Desmond,66,1.5 BUSD,Male,Media & Entertainment  ==> publishing,United Kingdom,https://specials-images.forbesimg.com/imageserve/5a81618831358e4955ad3474/416x416.jpg?background=000000&cropX1=2&cropX2=963&cropY1=4&cropY2=964
1576,Mohammed,Dewji,43,1.5 BUSD,Male,Diversified  ==> diversified,Tanzania,https://specials-images.forbesimg.com/imageserve/f4702a40d1bf22563232e0028aa968db/416x416.jpg?background=000000&cropX1=43&cropX2=724&cropY1=27&cropY2=709
1577,Carl,Douglas,57,1.5 BUSD,Male,Diversified  ==> investments,Sweden,https://specials-images.forbesimg.com/imageserve/f4702a40d1bf22563232e0028aa968db/416x416.jpg?background=000000&cropX1=43&cropX2=724&cropY1=27&cropY2=709
1578,Eric,Douglas,50,1.5 BUSD,Not Available,Diversified  ==> investments,Sweden,https://specials-images.forbesimg.com/imageserve/f4702a40d1bf22563232e0028aa968db/416x416.jpg?background=000000&cropX1=43&cropX2=724&cropY1=27&cropY2=709
1579,Bulent,Eczacibasi,68,1.5 BUSD,Male,"Diversified  ==> pharmaceuticals, diversified",Turkey,https://specials-images.forbesimg.com/imageserve/5a8145264bbe6f2652f54743/416x416.jpg?background=000000&cropX1=1247&cropX2=5069&cropY1=18&cropY2=3839
1580,Faruk,Eczacibasi,64,1.5 BUSD,Male,"Diversified  ==> pharmaceuticals, diversified",Turkey,https://specials-images.forbesimg.com/imageserve/58b73e0da7ea431f321a6e54/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=81&cropY2=825
1581,Martha,Ford,92,1.5 BUSD,Not Available,Automotive  ==> Ford Motor,United States,https://specials-images.forbesimg.com/imageserve/5a9082694bbe6f0fa8266714/416x416.jpg?background=000000&cropX1=0&cropX2=3147&cropY1=573&cropY2=3722
1582,Yasuhiro,Fukushima,70,1.5 BUSD,Male,Media & Entertainment  ==> video games,Japan,https://specials-images.forbesimg.com/imageserve/5ac253e14bbe6f2310f13bf3/416x416.jpg?background=000000&cropX1=8&cropX2=1303&cropY1=13&cropY2=1307
1583,Reinold,Geiger,70,1.5 BUSD,Male,Fashion & Retail  ==> beauty products,Austria,https://specials-images.forbesimg.com/imageserve/482b1e410f2933c5084a9abd0c96cb54/416x416.jpg?background=000000&cropX1=130&cropX2=739&cropY1=0&cropY2=609
1584,Saad,Hariri,48,1.5 BUSD,Not Available,"Construction & Engineering  ==> construction, investments",Lebanon,https://specials-images.forbesimg.com/imageserve/5a7fc22831358e4955ad2151/416x416.jpg?background=000000&cropX1=4&cropX2=892&cropY1=161&cropY2=1049
1585,Richard,Hayne,70,1.5 BUSD,Male,Fashion & Retail  ==> Urban Outfitters,United States,https://specials-images.forbesimg.com/imageserve/b741e71d3d0dfc959f5bb38b566cebd6/416x416.jpg?background=000000&cropX1=39&cropX2=712&cropY1=92&cropY2=766
1586,Ilona,Herlin,53,1.5 BUSD,Not Available,"Manufacturing  ==> elevators, escalators",Finland,https://specials-images.forbesimg.com/imageserve/b741e71d3d0dfc959f5bb38b566cebd6/416x416.jpg?background=000000&cropX1=39&cropX2=712&cropY1=92&cropY2=766
1587,Asok,Hiranandani,63,1.5 BUSD,Male,Real Estate  ==> real estate,Singapore,https://specials-images.forbesimg.com/imageserve/5a80ea6631358e4955ad2e42/416x416.jpg?background=000000&cropX1=3&cropX2=570&cropY1=2&cropY2=569
1588,Niranjan,Hiranandani,68,1.5 BUSD,Not Available,Real Estate  ==> real estate,India,https://specials-images.forbesimg.com/imageserve/5a7f3d744bbe6f2652f52fc2/416x416.jpg?background=000000&cropX1=3&cropX2=1619&cropY1=324&cropY2=1939
1589,Huang,Huang,59,1.5 BUSD,Male,Media & Entertainment  ==> amusement parks,China,https://specials-images.forbesimg.com/imageserve/56c68b36e4b062f6b59a1448/416x416.jpg?background=000000&cropX1=0&cropX2=731&cropY1=124&cropY2=856
1590,Huang,Huang,48,1.5 BUSD,Male,Logistics  ==> logistics,China,https://specials-images.forbesimg.com/imageserve/56c68b36e4b062f6b59a1448/416x416.jpg?background=000000&cropX1=0&cropX2=731&cropY1=124&cropY2=856
1591,Hal,Jackman,86,1.5 BUSD,Male,"Finance and Investments  ==> insurance, investments",Canada,https://specials-images.forbesimg.com/imageserve/56c65371e4b062f6b59a0fb1/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=3&cropY2=746
1592,Anurang,Jain,56,1.5 BUSD,Male,Manufacturing  ==> auto parts,India,https://specials-images.forbesimg.com/imageserve/56c65371e4b062f6b59a0fb1/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=3&cropY2=746
1593,Keeree,Kanjanapas,67,1.5 BUSD,Male,Real Estate  ==> transportation,Thailand,https://specials-images.forbesimg.com/imageserve/5ad8e3f731358e4112b82fb1/416x416.jpg?background=000000&cropX1=0&cropX2=2817&cropY1=495&cropY2=3314
1594,Kim,Kim,45,1.5 BUSD,Male,Food and Beverage  ==> food,South Korea,https://specials-images.forbesimg.com/imageserve/553a4c90e4b0bacdbd7494fc/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=76&cropY2=819
1595,Seth,Klarman,61,1.5 BUSD,Male,Finance and Investments  ==> investments,United States,https://specials-images.forbesimg.com/imageserve/5a9082de31358e79a28a1d7c/416x416.jpg?background=000000&cropX1=0&cropX2=2670&cropY1=109&cropY2=2778
1596,Alexander,Klyachin,51,1.5 BUSD,Male,Real Estate  ==> real estate,Russia,https://specials-images.forbesimg.com/imageserve/58accb224bbe6f0e55873fc8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=23&cropY2=767
1597,Yuriy,Kosiuk,50,1.5 BUSD,Male,Food and Beverage  ==> agriculture,Ukraine,https://specials-images.forbesimg.com/imageserve/e49a1f5b0da26b59b05a4a9db6ab9297/416x416.jpg?background=000000&cropX1=19&cropX2=707&cropY1=55&cropY2=743
1598,Miguel,Krigsner,68,1.5 BUSD,Male,Fashion & Retail  ==> cosmetics,Brazil,https://specials-images.forbesimg.com/imageserve/b9ab1ce76ad01ef77189b9172be31aa1/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=60&cropY2=804
1599,Lee,Lee,66,1.5 BUSD,Male,Manufacturing  ==> glass,China,https://specials-images.forbesimg.com/imageserve/5a875a434bbe6f2652f5cb99/416x416.jpg?background=000000&cropX1=360&cropX2=1479&cropY1=168&cropY2=1288
1600,Nicola,Leibinger-kammueller,58,1.5 BUSD,Not Available,Manufacturing  ==> manufacturing,Germany,https://specials-images.forbesimg.com/imageserve/5a7e306031358e4955ad11cf/416x416.jpg?background=000000&cropX1=1814&cropX2=5505&cropY1=24&cropY2=3712
1601,Li,Li,41,1.5 BUSD,Male,Technology  ==> online games,China,https://specials-images.forbesimg.com/imageserve/5a7e306031358e4955ad11cf/416x416.jpg?background=000000&cropX1=1814&cropX2=5505&cropY1=24&cropY2=3712
1602,William,Li,43,1.5 BUSD,Male,Automotive  ==> automobiles,China,https://specials-images.forbesimg.com/imageserve/5a86c00e31358e4955ad9b06/416x416.jpg?background=000000&cropX1=446&cropX2=2439&cropY1=9&cropY2=2000
1603,Li,Li,55,1.5 BUSD,Not Available,Healthcare  ==> pharmaceuticals,China,https://specials-images.forbesimg.com/imageserve/5a86c00e31358e4955ad9b06/416x416.jpg?background=000000&cropX1=446&cropX2=2439&cropY1=9&cropY2=2000
1604,Li,Li,41,1.5 BUSD,Not Available,Manufacturing  ==> chemicals,China,https://specials-images.forbesimg.com/imageserve/5a86c00e31358e4955ad9b06/416x416.jpg?background=000000&cropX1=446&cropX2=2439&cropY1=9&cropY2=2000
1605,Lin,Lin,68,1.5 BUSD,Male,Fashion & Retail  ==> supermarkets,Taiwan,https://specials-images.forbesimg.com/imageserve/9a905fda59c7cef0f578aa9c7cc945d4/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=11&cropY2=755
1606,Lou,Lou,64,1.5 BUSD,Male,Real Estate  ==> real estate,China,https://specials-images.forbesimg.com/imageserve/562a8f82e4b0ffa7afe63754/416x416.jpg?background=000000&cropX1=121&cropX2=744&cropY1=187&cropY2=811
1607,Low,Low tuck,70,1.5 BUSD,Not Available,Energy  ==> coal,Indonesia,https://specials-images.forbesimg.com/imageserve/81d79597a719079525541ff737032aa2/416x416.jpg?background=000000&cropX1=138&cropX2=626&cropY1=585&cropY2=1073
1608,P.n.c.,Menon,69,1.5 BUSD,Male,Real Estate  ==> real estate,Oman,https://specials-images.forbesimg.com/imageserve/5a7fd965a7ea43169013324c/416x416.jpg?background=000000&cropX1=2857&cropX2=5247&cropY1=8&cropY2=2396
1609,Thomas,Meyer,58,1.5 BUSD,Male,Fashion & Retail  ==> apparel retailer,Switzerland,https://specials-images.forbesimg.com/imageserve/5a7fd965a7ea43169013324c/416x416.jpg?background=000000&cropX1=2857&cropX2=5247&cropY1=8&cropY2=2396
1610,Ezra,Nahmad,72,1.5 BUSD,Male,Finance and Investments  ==> art,Monaco,https://specials-images.forbesimg.com/imageserve/589fd5d54bbe6f0e5586907e/416x416.jpg?background=000000&cropX1=174&cropX2=652&cropY1=303&cropY2=782
1611,Judith,Neilson,72,1.5 BUSD,Not Available,Finance and Investments  ==> investments,Australia,https://specials-images.forbesimg.com/imageserve/5a7a596c31358e4955acc8e9/416x416.jpg?background=000000&cropX1=1125&cropX2=3433&cropY1=12&cropY2=2320
1612,Madeleine,Olsson ericksson,73,1.5 BUSD,Not Available,Diversified  ==> diversified,Sweden,https://specials-images.forbesimg.com/imageserve/de1a43db35ae6e3cb505ff6a132c2db2/416x416.jpg?background=000000&cropX1=180&cropX2=744&cropY1=240&cropY2=804
1613,Ou,Ou,48,1.5 BUSD,Not Available,Real Estate  ==> real estate,China,https://specials-images.forbesimg.com/imageserve/de1a43db35ae6e3cb505ff6a132c2db2/416x416.jpg?background=000000&cropX1=180&cropX2=744&cropY1=240&cropY2=804
1614,Eren,Ozmen,59,1.5 BUSD,Female,Manufacturing  ==> aerospace,United States,https://specials-images.forbesimg.com/imageserve/5a9f20b331358e79a28b2d5f/416x416.jpg?background=000000&cropX1=0&cropX2=2472&cropY1=168&cropY2=2638
1615,Fatih,Ozmen,60,1.5 BUSD,Male,Manufacturing  ==> aerospace,United States,https://specials-images.forbesimg.com/imageserve/5a9f218d31358e79a28b2d7f/416x416.jpg?background=000000&cropX1=0&cropX2=2472&cropY1=89&cropY2=2559
1616,Jose,Peres,77,1.5 BUSD,Male,Real Estate  ==> shopping malls,Brazil,https://specials-images.forbesimg.com/imageserve/5a7b8aad4bbe6f2652f4f096/416x416.jpg?background=000000&cropX1=2609&cropX2=4884&cropY1=14&cropY2=2290
1617,Mark,Pincus,52,1.5 BUSD,Male,Technology  ==> online games,United States,https://specials-images.forbesimg.com/imageserve/5a90820b31358e79a28a1d51/416x416.jpg?background=000000&cropX1=1096&cropX2=4271&cropY1=380&cropY2=3553
1618,Kevin,Plank,45,1.5 BUSD,Male,Fashion & Retail  ==> Under Armour,United States,https://specials-images.forbesimg.com/imageserve/5a9087ca31358e79a28a1e3a/416x416.jpg?background=000000&cropX1=2143&cropX2=3423&cropY1=223&cropY2=1502
1619,Nicholas,Pritzker,74,1.5 BUSD,Not Available,"Service  ==> hotels, investments",United States,https://specials-images.forbesimg.com/imageserve/5a90888d31358e79a28a1e6e/416x416.jpg?background=000000&cropX1=445&cropX2=1670&cropY1=514&cropY2=1740
1620,Que,Que,54,1.5 BUSD,Male,Healthcare  ==> pharmaceuticals,China,https://specials-images.forbesimg.com/imageserve/5a90888d31358e79a28a1e6e/416x416.jpg?background=000000&cropX1=445&cropX2=1670&cropY1=514&cropY2=1740
1621,Jorge,Rodriguez rodriguez,72,1.5 BUSD,Male,Diversified  ==> processed milk,Peru,https://specials-images.forbesimg.com/imageserve/5a90888d31358e79a28a1e6e/416x416.jpg?background=000000&cropX1=445&cropX2=1670&cropY1=514&cropY2=1740
1622,Nobutada,Saji,72,1.5 BUSD,Male,Food and Beverage  ==> beverages,Japan,https://specials-images.forbesimg.com/imageserve/5a90888d31358e79a28a1e6e/416x416.jpg?background=000000&cropX1=445&cropX2=1670&cropY1=514&cropY2=1740
1623,Thomas,Sandell,57,1.5 BUSD,Male,Finance and Investments  ==> hedge funds,Sweden,https://specials-images.forbesimg.com/imageserve/5a8122254bbe6f2652f545fc/416x416.jpg?background=000000&cropX1=371&cropX2=2617&cropY1=423&cropY2=2667
1624,Eddy,Sariaatmadja,64,1.5 BUSD,Male,"Media & Entertainment  ==> media, tech",Indonesia,https://specials-images.forbesimg.com/imageserve/c0595e2f11ba258f473ee7a8b10aef0d/416x416.jpg?background=000000&cropX1=3&cropX2=520&cropY1=37&cropY2=554
1625,Fayez,Sarofim,89,1.5 BUSD,Male,Finance and Investments  ==> money management,USA,https://specials-images.forbesimg.com/imageserve/5a907e0c31358e79a28a1d20/416x416.jpg?background=000000&cropX1=313&cropX2=1684&cropY1=201&cropY2=1572
1626,Monika,Schoeller,79,1.5 BUSD,Female,Media & Entertainment  ==> publishing,Germany,https://specials-images.forbesimg.com/imageserve/a91e8fae900cf6fb90ad6202e1a7c387/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=23&cropY2=766
1627,Antonio,Seabra,75,1.5 BUSD,Male,Fashion & Retail  ==> cosmetics,Brazil,https://specials-images.forbesimg.com/imageserve/5a7b7bc2a7ea43169012ee41/416x416.jpg?background=000000&cropX1=914&cropX2=3583&cropY1=0&cropY2=2667
1628,Yuri,Shefler,50,1.5 BUSD,Male,Food and Beverage  ==> alcohol,Russia,https://specials-images.forbesimg.com/imageserve/58a39a6831358e1a35ab6459/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=6&cropY2=750
1629,Rajju,Shroff,84,1.5 BUSD,Not Available,Manufacturing  ==> agrochemicals,India,https://specials-images.forbesimg.com/imageserve/58acbbeca7ea431f3219ea0a/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=0&cropY2=743
1630,Frank,Stronach,85,1.5 BUSD,Male,Automotive  ==> auto parts,Canada,https://specials-images.forbesimg.com/imageserve/5a7ba8634bbe6f2652f4f2f0/416x416.jpg?background=000000&cropX1=484&cropX2=2866&cropY1=6&cropY2=2389
1631,Kevin,Systrom,33,1.5 BUSD,Not Available,Technology  ==> Instagram,United States,https://specials-images.forbesimg.com/imageserve/58c1a2eba7ea431f321ad96b/416x416.jpg?background=000000&cropX1=63&cropX2=733&cropY1=13&cropY2=683
1632,Tang,Tang,95,1.5 BUSD,Not Available,"Manufacturing  ==> textiles, electronics",Hong Kong,https://specials-images.forbesimg.com/imageserve/2c9342e6b6c03eec93a23ec68d9abad9/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=47&cropY2=791
1633,Tang,Tang,0,1.5 BUSD,Female,Food and Beverage  ==> packaged foods,China,https://specials-images.forbesimg.com/imageserve/2c9342e6b6c03eec93a23ec68d9abad9/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=47&cropY2=791
1634,Ning,Tang,44,1.5 BUSD,Male,Finance and Investments  ==> online lending,China,https://specials-images.forbesimg.com/imageserve/2c9342e6b6c03eec93a23ec68d9abad9/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=47&cropY2=791
1635,Jim,Thompson,78,1.5 BUSD,Male,Logistics  ==> logistics,United States,https://specials-images.forbesimg.com/imageserve/56d1b782e4b0c144a7f6639a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=21&cropY2=765
1636,Jonathan,Tisch,64,1.5 BUSD,Male,"Diversified  ==> insurance, NFL team",United States,https://specials-images.forbesimg.com/imageserve/56d1b782e4b0c144a7f6639a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=21&cropY2=765
1637,Kenneth,Tuchman,58,1.5 BUSD,Male,Service  ==> outsourcing,United States,https://specials-images.forbesimg.com/imageserve/56d1b782e4b0c144a7f6639a/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=21&cropY2=765
1638,Wim,Van der leegte,70,1.5 BUSD,Not Available,Manufacturing  ==> manufacturing,Netherlands,https://specials-images.forbesimg.com/imageserve/5a7fd6efa7ea431690133217/416x416.jpg?background=000000&cropX1=375&cropX2=1115&cropY1=62&cropY2=802
1639,Shamsheer,Vayalil,41,1.5 BUSD,Male,Healthcare  ==> healthcare,India,https://specials-images.forbesimg.com/imageserve/59cc1beea7ea434a34f46d83/416x416.jpg?background=000000&cropX1=0&cropX2=426&cropY1=19&cropY2=445
1640,Thongma,Vijitpongpun,60,1.5 BUSD,Male,Real Estate  ==> real estate,Thailand,https://specials-images.forbesimg.com/imageserve/5af9bd6031358e612fb8f036/416x416.jpg?background=000000&cropX1=130&cropX2=760&cropY1=258&cropY2=887
1641,Arkady,Volozh,54,1.5 BUSD,Male,Media & Entertainment  ==> search engine,Russia,https://specials-images.forbesimg.com/imageserve/5a809e99a7ea431690133a8d/416x416.jpg?background=000000&cropX1=216&cropX2=1841&cropY1=7&cropY2=1631
1642,Stefan,Von holtzbrinck,55,1.5 BUSD,Male,Media & Entertainment  ==> publishing,Germany,https://specials-images.forbesimg.com/imageserve/4006b43466dcb630d585decf47bbcc89/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=131&cropY2=875
1643,Wang,Wang,54,1.5 BUSD,Not Available,Real Estate  ==> real estate,China,https://specials-images.forbesimg.com/imageserve/4006b43466dcb630d585decf47bbcc89/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=131&cropY2=875
1644,Wong,Wong,56,1.5 BUSD,Not Available,Real Estate  ==> real estate,China,https://specials-images.forbesimg.com/imageserve/4006b43466dcb630d585decf47bbcc89/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=131&cropY2=875
1645,Ian,Wood,75,1.5 BUSD,Not Available,Energy  ==> energy services,United Kingdom,https://specials-images.forbesimg.com/imageserve/56cc68ace4b062f6b59a5100/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=6&cropY2=747
1646,Xiao,Xiao,50,1.5 BUSD,Male,Real Estate  ==> real estate,China,https://specials-images.forbesimg.com/imageserve/56cc68ace4b062f6b59a5100/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=6&cropY2=747
