Position,Worth,Name,Age,Source,Country,Gender_cat
952,2.6 BUSD,Shen Wenrong,72,Metals & Mining  ==> steel production,China,Male
953,2.6 BUSD,Shen Yuxing,59,Real Estate  ==> real estate,None,Not Available
954,2.6 BUSD,Gil Shwed,50,Technology  ==> software,None,Male
955,2.6 BUSD,Song Zuowen,71,"Diversified  ==> aluminum, diversified",None,Male
956,2.6 BUSD,Warren Stephens,61,Finance and Investments  ==> investment banking,None,Male
957,2.6 BUSD,Glen Taylor,77,Service  ==> printing,None,Male
958,2.6 BUSD,Hanni Toosbuy Kasprzak,60,Fashion & Retail  ==> shoes,Denmark,Female
959,2.6 BUSD,Torbjorn Tornqvist,64,Energy  ==> oil trading,None,Male
960,2.6 BUSD,Bulat Utemuratov,60,"Metals & Mining  ==> mining, banking, hotels",None,Male
961,2.6 BUSD,Chip Wilson,61,Fashion & Retail  ==> Lululemon,None,Male
962,2.6 BUSD,Jerry Yang,49,Technology  ==> Yahoo,United States,Male
963,2.6 BUSD,Zhang Fan,52,Technology  ==> touch screens,None,Male
964,2.6 BUSD,Zhu Xingliang,59,Construction & Engineering  ==> construction,None,Male
965,2.5 BUSD,Ramon Ang,64,Food and Beverage  ==> Diversified,None,Not Available
966,2.5 BUSD,Edward Bass,72,"Energy  ==> oil, investments",United States,Male
967,2.5 BUSD,Lee Bass,62,"Energy  ==> oil, investments",None,Not Available
968,2.5 BUSD,Bert Beveridge,56,Food and Beverage  ==> vodka,United States,Male
969,2.5 BUSD,George Bishop,80,Energy  ==> oil & gas,United States,Male
970,2.5 BUSD,Jaime Botin,82,Finance and Investments  ==> banking,Spain,Male
971,2.5 BUSD,Norman Braman,85,"Automotive  ==> art, car dealerships",United States,Male
972,2.5 BUSD,Chin Jong Hwa,60,Automotive  ==> auto parts,Taiwan,Not Available
973,2.5 BUSD,Cho Tak Wong,72,Manufacturing  ==> auto parts,None,Male
974,2.5 BUSD,John Coates,48,Gambling & Casinos  ==> online gambling,None,Male
975,2.5 BUSD,Du Jiangtao,48,Manufacturing  ==> chemicals,None,Male
976,2.5 BUSD,Aloysio De Andrade Faria,97,Finance and Investments  ==> banking,Brazil,Male
977,2.5 BUSD,Kenneth Feld,69,"Media & Entertainment  ==> circus, live entertainment",United States,Male
978,2.5 BUSD,Luca Garavoglia,49,Food and Beverage  ==> spirits,Italy,Male
979,2.5 BUSD,Noam Gottesman,57,Finance and Investments  ==> hedge funds,None,Male
980,2.5 BUSD,Jonathan Gray,48,Finance and Investments  ==> investments,None,Male
981,2.5 BUSD,Stein Erik Hagen,61,Fashion & Retail  ==> consumer goods,Norway,Male
982,2.5 BUSD,Chang-Woo Han,87,Gambling & Casinos  ==> pachinko parlors,None,Male
983,2.5 BUSD,John Henry,68,Sports  ==> sports,United States,Male
984,2.5 BUSD,Lawrence Ho,41,Gambling & Casinos  ==> casinos,None,Male
985,2.5 BUSD,Hui Lin Chit,65,Manufacturing  ==> hygiene products,China,Male
986,2.5 BUSD,Mustafa Rahmi Koc,87,Diversified  ==> diversified,None,Male
987,2.5 BUSD,Kuan Kam Hon,70,Manufacturing  ==> synthetic gloves,None,Not Available
988,2.5 BUSD,Jane Lauder,45,Fashion & Retail  ==> cosmetics,None,Not Available
989,2.5 BUSD,Aerin Lauder Zinterhofer,48,Fashion & Retail  ==> cosmetics,None,Female
990,2.5 BUSD,Maritsa Lazari,73,Real Estate  ==> real estate,United Kingdom,Female
991,2.5 BUSD,Bernard Lewis,92,Fashion & Retail  ==> fashion retailer,None,Not Available
992,2.5 BUSD,Vincent Lo,69,Real Estate  ==> real estate,None,Male
993,2.5 BUSD,Jeffrey Lorberbaum,63,Manufacturing  ==> flooring,United States,Male
994,2.5 BUSD,Joe Mansueto,61,Finance and Investments  ==> investment research,None,Male
995,2.5 BUSD,Jose Roberto Marinho,62,Media & Entertainment  ==> media,None,Not Available
996,2.5 BUSD,Roberto Irineu Marinho,70,Media & Entertainment  ==> media,Brazil,Male
997,2.5 BUSD,C. Dean Metropoulos,72,Food and Beverage  ==> investments,United States,Male
998,2.5 BUSD,Aristotelis Mistakidis,56,"Metals & Mining  ==> mining, commodities",None,Male
999,2.5 BUSD,Arturo Moreno,71,"Sports  ==> billboards, Anaheim Angels",None,Male
1000,2.5 BUSD,Yoshiko Mori,77,Real Estate  ==> real estate,None,Female
1001,2.5 BUSD,Adam Neumann,39,Real Estate  ==> WeWork,Israel,Male
1002,2.5 BUSD,Or Wai Sheun,67,Real Estate  ==> real estate,Hong Kong,Not Available
1003,2.5 BUSD,Richard Peery,79,Real Estate  ==> real estate,None,Male
1004,2.5 BUSD,Horst Julius Pudwill,73,Manufacturing  ==> manufacturing,None,Male
1005,2.5 BUSD,P.V. Ramprasad Reddy,60,Healthcare  ==> pharmaceuticals,India,Male
1006,2.5 BUSD,Larry Robbins,48,Finance and Investments  ==> hedge funds,United States,Male
1007,2.5 BUSD,Carlos Sanchez,56,Healthcare  ==> generic drugs,None,Male
1008,2.5 BUSD,Stephan Schmidheiny,70,Finance and Investments  ==> investments,None,Male
1009,2.5 BUSD,Klaus-Peter Schulenberg,62,Service  ==> ticketing service,None,Male
1010,2.5 BUSD,Charles Simonyi,69,Technology  ==> Microsoft,None,Not Available
1011,2.5 BUSD,Mark Stevens,58,Finance and Investments  ==> venture capital,None,Male
1012,2.5 BUSD,Sze Man Bok,68,Manufacturing  ==> hygiene products,None,Not Available
1013,2.5 BUSD,Sarik Tara,88,Construction & Engineering  ==> construction,None,Male
1014,2.5 BUSD,Lottie Tham,69,Fashion & Retail  ==> H&M,Sweden,Female
1015,2.5 BUSD,Peter Thiel,50,"Finance and Investments  ==> Facebook, Palantir",United States,Male
1016,2.5 BUSD,Elaine Wynn,76,"Gambling & Casinos  ==> casinos, hotels",None,Female
1017,2.5 BUSD,Denise York,67,Sports  ==> San Francisco 49ers,None,Not Available
1018,2.5 BUSD,David Zalik,44,Technology  ==> technology,United States,Not Available
1019,2.5 BUSD,Zhao Tao,52,Healthcare  ==> pharmaceuticals,None,Not Available
1020,2.4 BUSD,George Argyros,81,"Real Estate  ==> real estate, investments",United States,Male
1021,2.4 BUSD,John Arrillaga,81,Real Estate  ==> real estate,None,Not Available
1022,2.4 BUSD,Charles Bronfman,86,Food and Beverage  ==> liquor,Canada,Not Available
1023,2.4 BUSD,Peter Buck,87,Food and Beverage  ==> Subway sandwich shops,United States,Not Available
1024,2.4 BUSD,Chen Jinxia,50,Finance and Investments  ==> investments,China,Female
1025,2.4 BUSD,Vivien Chen,59,Real Estate  ==> real estate,None,Female
1026,2.4 BUSD,Chu Lam Yiu,48,Manufacturing  ==> flavorings,Hong Kong,Female
1027,2.4 BUSD,Jean Coutu,91,Fashion & Retail  ==> drugstores,None,Male
1028,2.4 BUSD,Jose Luis Cutrale,71,Food and Beverage  ==> orange juice,Brazil,Not Available
1029,2.4 BUSD,Jai Hari & Yadu Hari Dalmia,62,Manufacturing  ==> cement,None,Male
1030,2.4 BUSD,Bergit Douglas,71,Food and Beverage  ==> consumer goods,None,Female
1031,2.4 BUSD,Alfredo Egydio Arruda Villela Filho,48,Finance and Investments  ==> banking,Brazil,Not Available
1032,2.4 BUSD,Marcel Erni,53,Finance and Investments  ==> private equity,None,Male
1033,2.4 BUSD,Andre Esteves,49,Finance and Investments  ==> banking,None,Male
1034,2.4 BUSD,Carlo Fidani,63,Real Estate  ==> real estate,Canada,Not Available
1035,2.4 BUSD,Abhay Firodia,73,Automotive  ==> automobiles,India,Male
1036,2.4 BUSD,Alfred Gantner,50,Finance and Investments  ==> private equity,None,Male
1037,2.4 BUSD,Geng Jianming,55,Real Estate  ==> real estate,None,Not Available
1038,2.4 BUSD,Mitchell Goldhar,56,Real Estate  ==> real estate,Canada,Male
1039,2.4 BUSD,Hortensia Herrero,68,Fashion & Retail  ==> supermarkets,None,Not Available
1040,2.4 BUSD,Michael Hintze,64,Finance and Investments  ==> investment,None,Male
1041,2.4 BUSD,Igor Kesaev,51,"Fashion & Retail  ==> tobacco distribution, retail",None,Male
1042,2.4 BUSD,Koon Poh Keong,57,Manufacturing  ==> aluminum,None,Male
1043,2.4 BUSD,Hermann Langness,65,Food and Beverage  ==> retail,None,Not Available
1044,2.4 BUSD,Li Zhongchu,54,Technology  ==> software,None,Not Available
1045,2.4 BUSD,Alexander Mamut,58,Finance and Investments  ==> investments,Russia,Male
1046,2.4 BUSD,Joao Roberto Marinho,64,Media & Entertainment  ==> media,None,Not Available
1047,2.4 BUSD,"Drayton Mclane, Jr.",81,"Fashion & Retail  ==> Wal-Mart, logistics",United States,Male
1048,2.4 BUSD,Patrice Motsepe,56,Metals & Mining  ==> mining,None,Not Available
1049,2.4 BUSD,Alfred Oetker,51,Fashion & Retail  ==> consumer goods,None,Male
1050,2.4 BUSD,August Oetker,74,Fashion & Retail  ==> consumer goods,None,Not Available
1051,2.4 BUSD,Carl Ferdinand Oetker,45,Fashion & Retail  ==> consumer goods,None,Male
1052,2.4 BUSD,Christian Oetker,70,Fashion & Retail  ==> consumer goods,Germany,Male
1053,2.4 BUSD,Julia Oetker,39,Fashion & Retail  ==> consumer goods,None,Female
1054,2.4 BUSD,Richard Oetker,67,Fashion & Retail  ==> consumer goods,None,Male
1055,2.4 BUSD,Daniel Pritzker,58,"Service  ==> hotels, investments",United States,Male
1056,2.4 BUSD,John Pritzker,65,"Finance and Investments  ==> hotels, investments",United States,Male
1057,2.4 BUSD,Nevaldo Rocha,88,Fashion & Retail  ==> retail,Brazil,Male
1058,2.4 BUSD,Luigi Rovati,89,Healthcare  ==> pharmaceuticals,None,Not Available
1059,2.4 BUSD,Ferit Faik Sahenk,54,Diversified  ==> diversified,None,Male
1060,2.4 BUSD,Rosely Schweizer,77,Fashion & Retail  ==> consumer goods,None,Female
1061,2.4 BUSD,Eric Smidt,58,Fashion & Retail  ==> hardware stores,United States,Male
1062,2.4 BUSD,Alexander Spanos,94,"Sports  ==> real estate, Los Angeles Chargers",None,Not Available
1063,2.4 BUSD,Leena Tewari,60,Healthcare  ==> pharmaceuticals,None,Female
1064,2.4 BUSD,Tong Jinquan,63,Real Estate  ==> real estate,None,Male
1065,2.4 BUSD,Peter Unger,73,Automotive  ==> auto repair,None,Male
1066,2.4 BUSD,Sunny Varkey,61,Service  ==> education,None,Male
1067,2.4 BUSD,Urs Wietlisbach,56,Finance and Investments  ==> private equity,Switzerland,Male
1068,2.4 BUSD,Michael Ying,68,Fashion & Retail  ==> retail,Hong Kong,Not Available
1069,2.4 BUSD,Yu Minhong,56,Service  ==> education,China,Male
1070,2.3 BUSD,Eva Maria Bucher-Haefner,61,Technology  ==> Computer Associates,Switzerland,Not Available
1071,2.3 BUSD,Chen Hua,52,Real Estate  ==> real estate,None,Male
1072,2.3 BUSD,Gustavo Denegri,82,Healthcare  ==> biotech,None,Male
1073,2.3 BUSD,Dermot Desmond,67,Finance and Investments  ==> finance,Ireland,Male
1074,2.3 BUSD,Murali Divi,67,Healthcare  ==> pharmaceuticals,India,Male
1075,2.3 BUSD,Thomas Flohr,48,Logistics  ==> VistaJet,Switzerland,Male
1076,2.3 BUSD,Bernard Fraisse,61,Healthcare  ==> pharmaceuticals,None,Not Available
1077,2.3 BUSD,Harsh Goenka,60,Diversified  ==> diversified,None,Male
1078,2.3 BUSD,David Gottesman,92,Finance and Investments  ==> investments,None,Male
1079,2.3 BUSD,Murli Dhar & Bimal Kumar Gyanchandani,62,Manufacturing  ==> Detergents,India,Male
1080,2.3 BUSD,Bill Haslam,59,Fashion & Retail  ==> truck stops,United States,Not Available
1081,2.3 BUSD,Hu Baifan,55,Healthcare  ==> pharmaceuticals,China,Male
1082,2.3 BUSD,W. Herbert Hunt,89,Energy  ==> oil,United States,Male
1083,2.3 BUSD,Alijan Ibragimov,64,"Metals & Mining  ==> mining, metals",None,Male
1084,2.3 BUSD,Bradley Jacobs,61,Logistics  ==> logistics,None,Male
1085,2.3 BUSD,Brad Kelley,61,Real Estate  ==> tobacco,None,Not Available
1086,2.3 BUSD,Vinod Khosla,63,Technology  ==> venture capital,United States,Male
1087,2.3 BUSD,Stephen Lansdown,65,Finance and Investments  ==> financial services,Guernsey,Male
1088,2.3 BUSD,Martin Lau,45,Technology  ==> e-commerce,Hong Kong,Not Available
1089,2.3 BUSD,Lee Joong-Keun,77,"Construction & Engineering  ==> construction, real estate",South Korea,Male
1090,2.3 BUSD,Lin Li,55,Finance and Investments  ==> investments,None,Male
1091,2.3 BUSD,Kenneth Lo,79,Finance and Investments  ==> textiles,None,Male
1092,2.3 BUSD,Alexander Machkevich,64,"Metals & Mining  ==> mining, metals",Israel,Male
1093,2.3 BUSD,Clayton Mathile,77,Food and Beverage  ==> pet food,United States,Not Available
1094,2.3 BUSD,Stanley Perron,95,"Real Estate  ==> real estate, retail",None,Male
1095,2.3 BUSD,J. Joe Ricketts,76,Finance and Investments  ==> TD Ameritrade,United States,Male
1096,2.3 BUSD,Dirk Rossmann,71,Fashion & Retail  ==> drugstores,None,Male
1097,2.3 BUSD,Filiz Sahenk,51,Diversified  ==> diversified,None,Female
1098,2.3 BUSD,Dan Snyder,53,Sports  ==> Washington Redskins,None,Not Available
1099,2.3 BUSD,Peter Spuhler,58,Manufacturing  ==> train cars,Switzerland,Male
1100,2.3 BUSD,Tang Yiu,84,Fashion & Retail  ==> fashion retail,None,Male
1101,2.3 BUSD,John Tyson,64,Food and Beverage  ==> food processing,None,Male
1102,2.3 BUSD,Wong Man Li,53,Manufacturing  ==> furniture,Hong Kong,Male
1103,2.2 BUSD,Lia Maria Aguiar,80,Finance and Investments  ==> banking,None,Not Available
1104,2.2 BUSD,Aziz Akhannouch,57,"Diversified  ==> petroleum, diversified",None,Male
1105,2.2 BUSD,Ron Baron,75,Finance and Investments  ==> money management,United States,Male
1106,2.2 BUSD,Shyam & Hari Bhartia,65,Diversified  ==> Diversified,India,Male
1107,2.2 BUSD,Timothy Boyle,68,Fashion & Retail  ==> Columbia Sportswear,United States,Not Available
1108,2.2 BUSD,Tatiana Casiraghi,33,Food and Beverage  ==> beer,None,Female
1109,2.2 BUSD,Chan Tan Ching-Fen,62,Real Estate  ==> real estate,None,Female
1110,2.2 BUSD,"Chase Coleman, Iii.",43,Finance and Investments  ==> hedge fund,United States,Male
1111,2.2 BUSD,Mark Coombs,57,Finance and Investments  ==> finance,United Kingdom,Male
1112,2.2 BUSD,James Coulter,58,Finance and Investments  ==> private equity,None,Male
1113,2.2 BUSD,Dulce Pugliese De Godoy Bueno,70,"Healthcare  ==> hospitals, health care",None,Not Available
1114,2.2 BUSD,Ana Lucia De Mattos Barretto Villela,44,Finance and Investments  ==> banking,None,Not Available
1115,2.2 BUSD,"Frank Fertitta, Iii.",56,"Sports  ==> casinos, mixed martial arts",None,Not Available
1116,2.2 BUSD,Lorenzo Fertitta,49,"Sports  ==> casinos, mixed martial arts",None,Male
1117,2.2 BUSD,Maria Franca Fissolo,83,"Food and Beverage  ==> Nutella, chocolates",None,Female
1118,2.2 BUSD,Alexander Frolov,54,"Metals & Mining  ==> mining, steel",None,Male
1119,2.2 BUSD,"Ernest Garcia, Ii.",61,Automotive  ==> used cars,United States,Not Available
1120,2.2 BUSD,Alexandre Grendene Bartelle,68,Fashion & Retail  ==> shoes,Brazil,Male
1121,2.2 BUSD,Vinod & Anil Rai Gupta,72,Manufacturing  ==> electrical equipment,India,Female
1122,2.2 BUSD,Torstein Hagen,75,Service  ==> cruises,None,Male
1123,2.2 BUSD,He Qiaonv,52,Service  ==> landscape architecture,China,Female
1124,2.2 BUSD,Hans-Werner Hector,78,Technology  ==> SAP,None,Male
1125,2.2 BUSD,Stanley Hubbard,85,Media & Entertainment  ==> DirecTV,None,Male
1126,2.2 BUSD,Ke Xiping,58,Diversified  ==> investments,China,Not Available
1127,2.2 BUSD,Suna Kirac,77,Diversified  ==> diversified,None,Female
1128,2.2 BUSD,Kong Jian Min,50,Real Estate  ==> real estate,None,Male
1129,2.2 BUSD,Koo Bon-Moo,73,Diversified  ==> Diversified,None,Male
1130,2.2 BUSD,Heikki Kyostila,72,Healthcare  ==> dental products,Finland,Male
1131,2.2 BUSD,Thomas Lee,74,Finance and Investments  ==> private equity,None,Male
1132,2.2 BUSD,Eric Lefkofsky,48,Technology  ==> Groupon,United States,Not Available
1133,2.2 BUSD,Peter Lim,65,Finance and Investments  ==> investments,None,Male
1134,2.2 BUSD,Scott Lin,62,Technology  ==> optical components,None,Male
1135,2.2 BUSD,Tomas Olivo Lopez,44,Real Estate  ==> shopping centers,None,Male
1136,2.2 BUSD,Phillip T. (Terry) Ragon,69,Technology  ==> health IT,None,Male
1137,2.2 BUSD,Stewart Rahr,72,Healthcare  ==> drug distribution,United States,Not Available
1138,2.2 BUSD,T. Denny Sanford,82,"Finance and Investments  ==> banking, credit cards",United States,Not Available
1139,2.2 BUSD,"Julio Mario Santo Domingo, Iii.",32,Food and Beverage  ==> beer,None,Male
1140,2.2 BUSD,"Karl Scheufele, Iii.",79,Fashion & Retail  ==> jewelry,Switzerland,Male
1141,2.2 BUSD,Shen Guojun,55,Fashion & Retail  ==> retail,None,Male
1142,2.2 BUSD,Alain Taravella,70,Real Estate  ==> real estate,None,Male
1143,2.2 BUSD,Oleg Tinkov,50,Finance and Investments  ==> banking,Russia,Male
1144,2.2 BUSD,T.Y. Tsai,62,Finance and Investments  ==> finance,None,Male
1145,2.2 BUSD,Tung Chee Hwa,81,Logistics  ==> shipping,Hong Kong,Male
1146,2.2 BUSD,Ted Turner,79,Media & Entertainment  ==> cable television,United States,Male
1147,2.2 BUSD,Sunil Vaswani,54,Diversified  ==> diversified,None,Male
1148,2.2 BUSD,Jitendra Virwani,52,Real Estate  ==> real estate,None,Male
1149,2.2 BUSD,Lang Walker,72,Real Estate  ==> real estate,None,Male
1150,2.2 BUSD,Wu Zhigang,83,Food and Beverage  ==> bakery chain,China,Male
1151,2.2 BUSD,Xiao Wenge,51,Media & Entertainment  ==> entertainment,China,Male
1152,2.2 BUSD,Xiong Xuqiang,61,Real Estate  ==> real estate,None,Male
1153,2.2 BUSD,Takao Yasuda,69,Fashion & Retail  ==> retail,None,Male
1154,2.2 BUSD,William Young,77,Manufacturing  ==> plastics,None,Not Available
1155,2.2 BUSD,Eddie & Sol Zakay,62,Real Estate  ==> Real Estate,UK,Not Available
1156,2.2 BUSD,Zhang Xiugen,57,Automotive  ==> automobiles,China,Male
1157,2.1 BUSD,Leslie Alexander,74,Sports  ==> sports team,United States,Male
1158,2.1 BUSD,Patricia Angelini Rossi,64,"Diversified  ==> forestry, mining",None,Not Available
1159,2.1 BUSD,Josef Boquoi,84,Food and Beverage  ==> frozen foods,None,Male
1160,2.1 BUSD,Nikolai Buinov,50,"Energy  ==> oil, gas",None,Male
1161,2.1 BUSD,Richard Chandler,59,Finance and Investments  ==> investments,None,Male
1162,2.1 BUSD,Cheng Xue,48,Food and Beverage  ==> soy sauce,China,Not Available
1163,2.1 BUSD,Patokh Chodiev,65,"Metals & Mining  ==> mining, metals",None,Male
1164,2.1 BUSD,Choo Chong Ngen,65,Real Estate  ==> hotels,Singapore,Male
1165,2.1 BUSD,Todd Christopher,55,Fashion & Retail  ==> hair care products,None,Male
1166,2.1 BUSD,John De Mol,63,Media & Entertainment  ==> television,None,Not Available
1167,2.1 BUSD,Bob Gaglardi,77,Real Estate  ==> hotels,None,Not Available
1168,2.1 BUSD,Gordon Getty,84,Energy  ==> Getty Oil,United States,Male
1169,2.1 BUSD,Philippe Ginestet,64,Fashion & Retail  ==> retail stores,None,Male
1170,2.1 BUSD,Sanjiv Goenka,57,Diversified  ==> diversified,None,Male
1171,2.1 BUSD,Alec Gores,65,Finance and Investments  ==> private equity,United States,Male
1172,2.1 BUSD,David Hains,87,Finance and Investments  ==> Investment,None,Male
1173,2.1 BUSD,Bahaa Hariri,52,"Real Estate  ==> real estate, investments, logistics",None,Male
1174,2.1 BUSD,William Heinecke,69,Real Estate  ==> hotels,None,Male
1175,2.1 BUSD,Huang Hongyun,51,Real Estate  ==> real estate,None,Male
1176,2.1 BUSD,Huang Zhenda,70,Construction & Engineering  ==> construction,China,Male
1177,2.1 BUSD,Ravi Jaipuria,63,Food and Beverage  ==> soft drinks,None,Male
1178,2.1 BUSD,Jiang Yehua,55,Real Estate  ==> real estate,China,Male
1179,2.1 BUSD,Manuel Jove,77,Real Estate  ==> real estate,None,Male
1180,2.1 BUSD,Willibert Krueger,77,Food and Beverage  ==> food processing,None,Not Available
1181,2.1 BUSD,Kuok Khoon Hong,68,Manufacturing  ==> palm oil,None,Male
1182,2.1 BUSD,Christian Latouche,77,Finance and Investments  ==> accounting services,France,Not Available
1183,2.1 BUSD,Guenther Lehmann,62,Fashion & Retail  ==> drugstores,Germany,Male
1184,2.1 BUSD,Li Hongxin,65,Manufacturing  ==> paper & related products,None,Male
1185,2.1 BUSD,Li Xiting,67,Healthcare  ==> medical devices,None,Male
1186,2.1 BUSD,Liang Yunchao,49,Food and Beverage  ==> nutrition supplements,China,Male
1187,2.1 BUSD,Brandt Louie,74,Food and Beverage  ==> drugstores,None,Male
1188,2.1 BUSD,Catherine Lozick,73,Manufacturing  ==> valve manufacturing,None,Female
1189,2.1 BUSD,Igor Makarov,56,Energy  ==> investments,None,Male
1190,2.1 BUSD,Mao Lixiang,77,Technology  ==> cooking appliances,China,Male
1191,2.1 BUSD,Harsh Mariwala,67,Food and Beverage  ==> consumer goods,None,Not Available
1192,2.1 BUSD,Martin Moller Nielsen,53,Logistics  ==> aircraft leasing,None,Male
1193,2.1 BUSD,David Murdock,95,"Food and Beverage  ==> Dole, real estate",United States,Male
1194,2.1 BUSD,N.R. Narayana Murthy,71,Technology  ==> software services,None,Male
1195,2.1 BUSD,Georg Nemetschek,84,Technology  ==> software,Germany,Male
1196,2.1 BUSD,Vikas Oberoi,47,Real Estate  ==> real estate,India,Male
1197,2.1 BUSD,Maja Oeri,63,Healthcare  ==> Roche Holding,None,Not Available
1198,2.1 BUSD,Ong Beng Seng And Christina Ong,73,Diversified  ==> diversified,None,Male
1199,2.1 BUSD,"H. Ross Perot, Jr.",59,Real Estate  ==> real estate,None,Male
1200,2.1 BUSD,Tor Peterson,53,Metals & Mining  ==> commodities,None,Not Available
1201,2.1 BUSD,Heloise Pratt,55,"Manufacturing  ==> manufacturing, investment",None,Female
1202,2.1 BUSD,Alexey Repik,38,Healthcare  ==> pharmaceuticals,None,Male
1203,2.1 BUSD,Shin Chang-Jae,64,Finance and Investments  ==> insurance,None,Male
1204,2.1 BUSD,Kavitark Ram Shriram,61,"Technology  ==> venture capital, Google",None,Male
1205,2.1 BUSD,Sylvia Stroeher,63,Fashion & Retail  ==> cosmetics,None,Female
1206,2.1 BUSD,Katsumi Tada,72,Real Estate  ==> real estate,Japan,Male
1207,2.1 BUSD,Tang Shing-Bor,84,Real Estate  ==> real estate,Hong Kong,Male
1208,2.1 BUSD,Georg Von Opel,52,"Finance and Investments  ==> real estate, investments",None,Not Available
1209,2.1 BUSD,David Walentas,79,Real Estate  ==> real estate,None,Not Available
1210,2.1 BUSD,Ronald Wanek,77,Manufacturing  ==> furniture,None,Male
1211,2.1 BUSD,Wang Changtian,53,"Media & Entertainment  ==> TV, movie production",China,Male
1212,2.1 BUSD,Wang Wenjing,53,Technology  ==> business software,None,Male
1213,2.1 BUSD,Ye Cheng,56,Diversified  ==> conglomerate,None,Male
1214,2.1 BUSD,Zhu Gongshan,60,Manufacturing  ==> solar panel materials,None,Male
1215,2.0 BUSD,Antti Aarnio-Wihuri,78,Diversified  ==> diversified,None,Not Available
1216,2.0 BUSD,S. Daniel Abraham,93,Food and Beverage  ==> Slim-Fast,None,Male
1217,2.0 BUSD,Joao Alves De Queiroz Filho,65,Diversified  ==> pharmaceuticals,Brazil,Male
1218,2.0 BUSD,Mika Anttonen,51,Energy  ==> oil & gas,Finland,Male
1219,2.0 BUSD,Thor Bjorgolfsson,51,Diversified  ==> investments,Iceland,Male
1220,2.0 BUSD,Andrei Bokarev,51,"Manufacturing  ==> metals, mining",Russia,Male
1221,2.0 BUSD,Bernhard Braun-Luedicke,41,Healthcare  ==> medical technology,None,Male
1222,2.0 BUSD,Eva Maria Braun-Luedicke,30,Healthcare  ==> medical technology,Germany,Female
1223,2.0 BUSD,Friederike Braun-Luedicke,33,Healthcare  ==> medical technology,None,Female
1224,2.0 BUSD,Ron Burkle,65,"Finance and Investments  ==> supermarkets, investments",United States,Not Available
1225,2.0 BUSD,Vivek Chand Burman,81,Food and Beverage  ==> consumer goods,None,Male
1226,2.0 BUSD,Chen Yung-Tai,82,Real Estate  ==> real estate,None,Not Available
1227,2.0 BUSD,James Clark,74,"Technology  ==> Netscape, investments",United States,Male
1228,2.0 BUSD,Christopher Cline,59,Energy  ==> coal,United States,Male
1229,2.0 BUSD,Alexandra Daitch,55,Food and Beverage  ==> Cargill,None,Female
1230,2.0 BUSD,Dong Wei,47,Healthcare  ==> pharmaceuticals,China,Not Available
1231,2.0 BUSD,Fritz Draexlmaier,62,Automotive  ==> auto parts,Germany,Male
1232,2.0 BUSD,Glenn Dubin,61,Finance and Investments  ==> hedge funds,None,Male
1233,2.0 BUSD,Robert Duggan,74,Healthcare  ==> pharmaceuticals,United States,Male
1234,2.0 BUSD,Jayme Garfinkel,72,Finance and Investments  ==> insurance,None,Not Available
1235,2.0 BUSD,Sam Goi,69,Food and Beverage  ==> frozen foods,None,Male
1236,2.0 BUSD,Thomas Hagen,82,Finance and Investments  ==> insurance,None,Male
1237,2.0 BUSD,Carlos Hank Rhon,70,Diversified  ==> banking,None,Male
1238,2.0 BUSD,Christoph Henkel,60,Fashion & Retail  ==> consumer goods,None,Male
1239,2.0 BUSD,Hu Kaijun,56,Healthcare  ==> pharmaceuticals,China,Male
1240,2.0 BUSD,Huang Yi,56,Automotive  ==> auto distribution,None,Not Available
1241,2.0 BUSD,Ramesh Juneja,62,Healthcare  ==> pharmaceuticals,None,Male
1242,2.0 BUSD,Bruce Karsh,62,Finance and Investments  ==> private equity,United States,Not Available
1243,2.0 BUSD,Henry Laufer,72,Finance and Investments  ==> hedge funds,None,Male
1244,2.0 BUSD,Lee Boo-Jin,47,"Service  ==> computer services, tourism",None,Female
1245,2.0 BUSD,Lee Jay-Hyun,58,"Diversified  ==> food products, entertainment",None,Male
1246,2.0 BUSD,Wolfgang Leitner,65,Construction & Engineering  ==> engineering,None,Male
1247,2.0 BUSD,Li Ge,51,Healthcare  ==> biotech,None,Not Available
1248,2.0 BUSD,Harald Link,63,Diversified  ==> diversified,None,Not Available
1249,2.0 BUSD,Liu Ming Hui,55,Energy  ==> natural gas distribution,None,Not Available
1250,2.0 BUSD,Jeffrey Lurie,66,Sports  ==> Philadelphia Eagles,United States,Male
1251,2.0 BUSD,Ma Xingtian,48,Healthcare  ==> pharmaceuticals,China,Male
1252,2.0 BUSD,Sarah Macmillan,64,Food and Beverage  ==> Cargill,None,Female
1253,2.0 BUSD,Howard Marks,72,Finance and Investments  ==> private equity,United States,Male
1254,2.0 BUSD,Miao Shouliang,63,Real Estate  ==> real estate,None,Male
1255,2.0 BUSD,Lachhman Das Mittal,87,Automotive  ==> tractors,None,Male
1256,2.0 BUSD,Mario Moretti Polegato,65,Fashion & Retail  ==> shoes,Italy,Male
1257,2.0 BUSD,Vadim Moshkovich,51,"Food and Beverage  ==> agriculture, land",None,Male
1258,2.0 BUSD,Mofatraj Munot,73,Real Estate  ==> real estate,None,Male
1259,2.0 BUSD,Jonathan Nelson,62,Finance and Investments  ==> private equity,None,Male
1260,2.0 BUSD,Florentino Perez,71,Construction & Engineering  ==> construction,None,Male
1261,2.0 BUSD,Chuchat & Daonapa Petaumpai,65,Finance and Investments  ==> motorcycle loans,None,Male
